Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Stair Climbing","2019-10-13 16:28","2019-10-13 16:42","0:14:19",,"124.53969189361797","130.98199999999997",,,,"148.06999999999994","180.70899999999995",,,"12.777777777777828","70"
"Indoor Cycling","2019-10-13 15:55","2019-10-13 16:06","0:11:31",,"108.70887752134809","111.63223140495869",,,,"105.53800000000001","160.00800000000004",,,"13.333333333333371","69"
"Stair Climbing","2019-10-12 12:47","2019-10-12 13:24","0:37:05",,"108.68515382688611","121.26814642064564",,,,"345.7230000000002","456.08800000000025",,,"11.111111111111143","73"
"Stair Climbing","2019-10-12 12:21","2019-10-12 12:35","0:14:14",,"113.31436627007318","118.87800687285225",,,,"127.22999999999996","159.77399999999997",,,"11.111111111111143","70"
"Outdoor Walking","2019-10-11 16:30","2019-10-11 17:23","0:52:44","4.30924751551589","97.79123730292015","103.48203534430222","0:12:14","4.902152114849021","207.50533248323393","359.478","500.8610000000001","49.38",,"14.444444444444457","52"
"Stair Climbing","2019-10-11 12:43","2019-10-11 12:52","0:09:01",,"112.76625635172955","112.76625635172955",,,,"82.846","134.46900000000005",,,"13.333333333333371","49"
"Other","2019-10-11 12:04","2019-10-11 12:39","0:35:35",,"88.38373851801528","92.09737323198307",,,,"209.77800000000022","296.37600000000026",,,"12.222222222222285","54"
"Other","2019-10-10 13:35","2019-10-10 14:04","0:28:18",,"104.8367405767178","110.95129657279708",,,,"184.16000000000003","276.1500000000001",,,"12.222222222222285","40"
"Indoor Cycling","2019-10-10 13:14","2019-10-10 13:22","0:07:13",,"95.25498891352554","95.25498891352554",,,,"50.56299999999998","96.03199999999998",,,"11.666666666666686","40"
"Other","2019-10-09 14:02","2019-10-09 14:34","0:31:41",,"110.71851318034005","117.0572915495807",,,,"216.73399999999998","319.79600000000005",,,"8.888888888888914","33"
"Indoor Cycling","2019-10-09 13:44","2019-10-09 13:59","0:14:14",,"113.25502008737755","114.83338091784817",,,,"124.44900000000001","163.31500000000005",,,"8.888888888888914","33"
"Outdoor Walking","2019-10-07 18:18","2019-10-07 19:15","0:56:18","4.541683902733493","93.89700069061627","98.80434518899509","0:12:23","4.83915435614315","209.64617013024738","343.655","494.7220000000001","55.92",,"15.000000000000057","80"
"Other","2019-10-07 14:12","2019-10-07 14:37","0:25:06",,"112.74608490599496","113.3956233440848",,,,"190.77599999999995","278.916",,,"14.444444444444457","84"
"Outdoor Walking","2019-10-06 15:09","2019-10-06 16:01","0:51:37","4.267219511354808","87.84343632317089","91.36272727272727","0:12:05","4.959431943796206","207.17751771037265","303.094","435.4700000000001","49.94",,"16.111111111111143","57"
"Indoor Cycling","2019-10-04 11:33","2019-10-04 11:52","0:18:34",,"89.73027045037924","92.0450428173968",,,,"103.90699999999995","173.66899999999998",,,"11.111111111111143","83"
"High Intensity Interval Training","2019-10-03 14:02","2019-10-03 14:27","0:25:20",,"131.10749812031267","133.41310043668125",,,,"311.79099999999994","399.096",,,"13.333333333333371","71"
"Outdoor Walking","2019-10-02 15:56","2019-10-02 16:48","0:52:07","4.31043036980601","89.49211120278915","92.30308223261258","0:12:05","4.961189853709682","211.19875713381694","321.2970000000001","460.8670000000002","48.44",,"16.111111111111143","51"
"Stair Climbing","2019-10-02 13:03","2019-10-02 13:23","0:20:24",,"100.69886596747344","103.99041969495785",,,,"152.03800000000004","223.8200000000001",,,"15.5555555555556","52"
"Indoor Cycling","2019-10-02 12:32","2019-10-02 12:49","0:17:14",,"93.20852188087188","95.75648123923851",,,,"108.58799999999998","147.756",,,"14.444444444444457","54"
"High Intensity Interval Training","2019-10-01 12:12","2019-10-01 12:44","0:31:43",,"115.58174640967165","118.02625194747375",,,,"313.22400000000005","414.2910000000001",,,"13.333333333333371","52"
"Indoor Cycling","2019-09-30 16:16","2019-09-30 16:26","0:10:02",,"122.83647379637766","122.83647379637766",,,,"123.92700000000005","173.64100000000008",,,"15.000000000000057","45"
"Outdoor Walking","2019-09-30 14:20","2019-09-30 15:12","0:51:34","4.3566349468249825","108.57502058374769","112.90412044374008","0:11:50","5.068543825044118","204.47501092958302","411.232","552.3520000000001","49.25",,"15.000000000000057","47"
"Outdoor Walking","2019-09-27 15:34","2019-09-27 16:40","1:05:56","4.618608096507378","79.4252708703203","83.66521507893239","0:14:16","4.202136656401967","184.9903718351635","324.63999999999993","492.6200000000001","54.79",,"13.888888888888914","59"
"Outdoor Walking","2019-09-26 18:48","2019-09-26 19:44","0:56:29","4.304351201480721","89.18382973232976","91.98613589236629","0:13:07","4.572094136425944","203.85175684486106","341.4749999999999","488.13700000000006","47.730000000000004",,"14.444444444444457","64"
"Indoor Cycling","2019-09-25 11:56","2019-09-25 12:06","0:10:08",,"117.56427888377678","117.56427888377678",,,,"104.32199999999995","154.16699999999997",,,"16.666666666666686","66"
"Other","2019-09-25 10:54","2019-09-25 11:35","0:41:23",,"83.09019225708975","90.65794796679921",,,,"233.17400000000026","358.42700000000036",,,"15.5555555555556","70"
"Outdoor Walking","2019-09-24 18:23","2019-09-24 19:20","0:56:27","4.33617066176096","93.05638257101145","98.50624733273268","0:13:01","4.608208808598443","190.21453129305047","332.6300000000001","487.73300000000023","50.56",,"17.77777777777783","63"
"Indoor Cycling","2019-09-24 14:10","2019-09-24 14:22","0:12:05",,"120.43350367193773","120.61250000000003",,,,"108.036","166.14000000000004",,,"18.33333333333337","66"
"Other","2019-09-24 13:41","2019-09-24 14:03","0:21:52",,"115.2598163272288","116.11931291288792",,,,"179.41699999999983","228.98899999999986",,,"18.33333333333337","67"
"Outdoor Walking","2019-09-23 18:19","2019-09-23 19:13","0:53:54","4.280650258417241","82.96750344765705","88.14556899773774","0:12:35","4.764264778406453","206.54896414858763","305.047","455.10700000000014","52.32",,"13.888888888888914","79"
"Other","2019-09-23 13:16","2019-09-23 13:36","0:19:49",,"86.05972626908465","87.07113615261248",,,,"122.70500000000007","198.9070000000001",,,"13.333333333333371","87"
"Outdoor Walking","2019-09-21 17:32","2019-09-21 18:22","0:49:43","3.877364128468558","80.57314559192774","83.47239747634072","0:12:49","4.679211382113534","196.88011352370353","259.794","393.7400000000001","35.4",,"18.888888888888914","66"
"Indoor Cycling","2019-09-20 15:34","2019-09-20 15:46","0:11:37",,"106.1771455957819","107.19384343036977",,,,"106.82300000000002","163.65500000000006",,,"18.33333333333337","68"
"Outdoor Walking","2019-09-19 18:33","2019-09-19 19:15","0:41:51","3.1785878227748907","81.24393823708247","85.56253083374447","0:13:10","4.555302450553765","199.65429766842735","228.23699999999997","322.5670000000001","30.66",,"14.444444444444457","85"
"High Intensity Interval Training","2019-09-16 14:01","2019-09-16 14:30","0:29:15",,"124.35069044786349","126.38019233323448",,,,"307.62899999999985","402.4529999999999",,,"17.222222222222285","72"
"Outdoor Walking","2019-09-15 18:02","2019-09-15 18:54","0:51:10","4.415264386970084","84.9062633565841","88.44220179034954","0:11:35","5.1761150170998755","208.25339250604668","307.68300000000005","445.3610000000002","47.21",,"16.111111111111143","76"
"Stair Climbing","2019-09-12 14:49","2019-09-12 15:13","0:24:09",,"105.55793927103957","116.43463491658045",,,,"216.664","300.5",,,"21.111111111111143","56"
"High Intensity Interval Training","2019-09-12 14:02","2019-09-12 14:28","0:25:42",,"123.9361896459316","127.24631671382576",,,,"286.945","374.7080000000001",,,"22.222222222222285","51"
"Stair Climbing","2019-09-11 14:03","2019-09-11 14:37","0:32:26",,"110.2376224445365","120.7254545894773",,,,"309.8449999999998","416.2449999999999",,,"20.000000000000057","66"
"Other","2019-09-11 13:25","2019-09-11 13:54","0:23:20",,"84.85495374078937","91.40599612015754",,,,"160.31800000000007","224.99100000000013",,,"18.888888888888914","70"
"High Intensity Interval Training","2019-09-10 12:19","2019-09-10 12:55","0:36:21",,"106.57203459026839","112.1269727873322",,,,"314.613","425.0520000000001",,,"17.222222222222285","81"
"Stair Climbing","2019-09-09 14:46","2019-09-09 15:07","0:20:30",,"115.57213291001686","121.91595789671533",,,,"214.06199999999995","284.52700000000004",,,"17.77777777777783","84"
"High Intensity Interval Training","2019-09-09 14:03","2019-09-09 14:30","0:27:16",,"120.66053002096768","124.68627247758717",,,,"303.59900000000005","397.9290000000001",,,"17.222222222222285","88"
"Outdoor Walking","2019-09-06 18:35","2019-09-06 19:27","0:50:47","4.286858203539867","84.20908223547409","89.06193833652004","0:11:50","5.063639587959344","205.7075390214847","291.51300000000003","430.6870000000001","43.11",,"22.77777777777783","53"
"Other","2019-09-06 12:38","2019-09-06 13:32","0:54:57",,"102.51735060400294","107.31301483020728",,,,"378.86599999999993","533.498",,,"25.000000000000057","52"
"Outdoor Walking","2019-09-05 19:05","2019-09-05 19:51","0:46:00","3.867088597084163","85.90041618663119","88.32700023601603","0:11:53","5.042271026180202","212.1101336269389","258.8690000000001","383.7240000000002","35.87",,"22.77777777777783","60"
"Outdoor Walking","2019-09-04 18:13","2019-09-04 19:16","1:03:04","4.5577516251546335","85.47212167008081","88.7501765047735","0:13:50","4.335107493487","175.30043869498084","304.449","469.77300000000014","47.46",,"22.222222222222285","58"
"Other","2019-09-04 13:06","2019-09-04 14:10","1:03:46",,"99.47807569200631","104.61381951824302",,,,"409.46400000000034","585.9690000000005",,,"20.5555555555556","63"
"High Intensity Interval Training","2019-09-03 12:13","2019-09-03 12:52","0:39:00",,"110.26538540656102","113.74446736709153",,,,"350.87699999999995","470.32200000000006",,,"21.666666666666686","63"
"Outdoor Walking","2019-09-02 19:29","2019-09-02 20:28","0:59:26","4.347885907376651","80.79627177429482","85.1644922626271","0:13:40","4.388176741934029","188.7795566835539","298.464","451.73600000000016","47.01",,"21.111111111111143","65"
"High Intensity Interval Training","2019-09-02 13:27","2019-09-02 14:13","0:46:26",,"103.76427606263162","109.0624792013311",,,,"408.92199999999985","545.105",,,"20.000000000000057","73"
"Outdoor Walking","2019-09-01 17:58","2019-09-01 18:54","0:55:41","4.486299355711322","77.45219195238717","83.48968319181955","0:12:24","4.832846739601926","195.96861869660697","300.16499999999996","439.20100000000014","46.99",,"23.33333333333337","56"
"Outdoor Walking","2019-08-31 18:35","2019-08-31 19:36","0:59:11","4.424497108685784","80.36317109163221","85.90268093881957","0:13:22","4.484839121599673","179.35959686997953","303.478","460.4550000000001","46.63",,"22.77777777777783","58"
"Outdoor Walking","2019-08-30 19:32","2019-08-30 20:16","0:44:13","3.5841492335547227","73.68772621570616","74.49990048994295","0:12:20","4.862594319451978","211.29766003030707","241.274","363.3140000000001","35.26",,"20.000000000000057","72"
"Outdoor Walking","2019-08-30 19:23","2019-08-30 19:31","0:08:24","0.31904189607407896","67.31893269665096","67.31893269665096","0:26:22","2.275579592795866","77.73157918544585","28.98300000000004","48.26200000000006",,,"20.000000000000057","72"
"Outdoor Walking","2019-08-26 17:06","2019-08-26 18:01","0:53:55","4.475244539664826","82.63668853318477","85.80504825717811","0:12:02","4.979322600539993","204.34342450839537","306.21100000000007","453.5590000000002","48.24",,"22.222222222222285","51"
"High Intensity Interval Training","2019-08-26 14:02","2019-08-26 14:32","0:29:43",,"114.27698601840825","119.20322085889573",,,,"300.64899999999994","399.483",,,"21.666666666666686","57"
"Outdoor Walking","2019-08-25 12:29","2019-08-25 15:37","2:58:11","9.466820160470194","86.41196825711026","104.59651898734177","0:18:49","3.1875453922221832","164.78575832532988","1205.771","1657.1349999999995","578.08",,"11.666666666666686","73"
"Outdoor Walking","2019-08-24 15:56","2019-08-24 16:54","0:53:22","4.3997318102368155","76.1498943365665","83.26157934700076","0:12:07","4.9457387639170936","205.0412307534696","300.03499999999997","449.2660000000001","46.75",,"19.444444444444457","68"
"Outdoor Walking","2019-08-23 18:55","2019-08-23 19:50","0:53:47","4.488315922301439","80.20276305830453","86.62095501183897","0:11:59","5.005734001177758","204.19217598715778","304.4289999999999","450.454","48.19",,"18.888888888888914","72"
"Other","2019-08-23 12:33","2019-08-23 12:58","0:24:41",,"100.10926176997928","100.46830219841803",,,,"170.911","258.1120000000001",,,"16.111111111111143","90"
"Outdoor Walking","2019-08-22 19:50","2019-08-22 21:10","0:52:47","4.466510372194229","84.97491631875084","104.442479306777","0:11:49","5.076951658961285","205.35464397360047","299.949","494.60600000000045","44.550000000000004",,"18.33333333333337","62"
"Stair Climbing","2019-08-22 14:50","2019-08-22 15:21","0:30:37",,"117.01111667043806","123.10535244261625",,,,"321.13999999999993","415.328",,,"19.444444444444457","62"
"High Intensity Interval Training","2019-08-22 14:09","2019-08-22 14:34","0:25:03",,"104.65380437987983","126.77776193870278",,,,"187.79000000000002","271.99300000000005",,,"19.444444444444457","62"
"Stair Climbing","2019-08-21 13:07","2019-08-21 13:23","0:16:12",,"106.99678114301447","108.86927297668043",,,,"151.14600000000002","220.25900000000001",,,"18.33333333333337","84"
"Indoor Cycling","2019-08-21 12:31","2019-08-21 12:53","0:21:59",,"91.72948704259458","97.27777777777776",,,,"132.58100000000007","182.5010000000001",,,"18.33333333333337","82"
"Outdoor Walking","2019-08-20 17:49","2019-08-20 18:49","0:57:07","4.378624901718693","83.0964940663831","85.80122022080185","0:13:02","4.599305542897914","198.90288120839105","314.6560000000001","470.64300000000014","46.34",,"23.888888888888914","52"
"High Intensity Interval Training","2019-08-20 12:19","2019-08-20 12:55","0:35:47",,"104.9777805261463","110.77151047457109",,,,"297.9899999999999","409.923",,,"22.222222222222285","55"
"Outdoor Walking","2019-08-19 18:36","2019-08-19 19:29","0:52:11","4.3191607419319915","97.86389536412368","103.10756972111551","0:12:05","4.964692385681791","203.54909458970013","309.228","449.51700000000017","48.86",,"21.666666666666686","49"
"Stair Climbing","2019-08-19 14:41","2019-08-19 14:58","0:17:05",,"133.75117591290848","136.1590909090909",,,,"221.1689999999999","285.8449999999999",,,"22.222222222222285","49"
"High Intensity Interval Training","2019-08-19 13:57","2019-08-19 14:24","0:26:37",,"128.4856944332184","136.8376014990631",,,,"321.02500000000003","412.2780000000001",,,"21.666666666666686","52"
"Outdoor Walking","2019-08-18 14:43","2019-08-18 15:41","0:58:34","4.334693619971862","77.00726747150021","82.00078492935639","0:13:30","4.440198971085536","190.8397023841973","304.98799999999994","457.67400000000004","50.46",,"20.5555555555556","59"
"Stair Climbing","2019-08-17 14:07","2019-08-17 14:23","0:15:53",,"112.2078460461302","118.18343402774427",,,,"192.62200000000007","256.4860000000001",,,"20.5555555555556","64"
"Indoor Cycling","2019-08-17 13:42","2019-08-17 13:55","0:12:53",,"110.07344304398191","116.19059405940591",,,,"111.39800000000005","140.86800000000008",,,"20.5555555555556","64"
"Stair Climbing","2019-08-16 14:00","2019-08-16 14:34","0:33:59",,"115.669142151972","125.02685748922413",,,,"352.86199999999997","456.781",,,"20.000000000000057","64"
"Stair Climbing","2019-08-16 13:34","2019-08-16 13:48","0:14:06",,"118.01926875379496","119.53558718861208",,,,"147.8089999999999","179.96899999999994",,,"20.5555555555556","63"
"Outdoor Walking","2019-08-15 19:57","2019-08-15 20:59","1:00:08","4.634914633316686","85.77810773624523","90.7693954302474","0:12:58","4.6245224680833665","198.01039511093632","335.129","501.2620000000001","52.04",,"22.222222222222285","55"
"Indoor Cycling","2019-08-15 14:50","2019-08-15 14:54","0:03:43",,"114.925","124",,,,"39.468999999999994","75.17800000000003",,,"24.444444444444457","50"
"High Intensity Interval Training","2019-08-15 14:01","2019-08-15 14:27","0:25:27",,"133.2854363301232","140.56089743589746",,,,"322.29600000000005","407.0220000000001",,,"24.444444444444457","53"
"Stair Climbing","2019-08-14 12:14","2019-08-14 12:47","0:32:48",,"119.7262311494594","128.144695558388",,,,"342.05899999999997","440.112",,,"23.33333333333337","60"
"High Intensity Interval Training","2019-08-13 12:27","2019-08-13 12:58","0:30:56",,"124.37819392065911","131.43874572405917",,,,"353.58400000000006","453.1980000000001",,,"23.33333333333337","56"
"Outdoor Walking","2019-08-12 18:53","2019-08-12 19:46","0:52:31","4.350203314797487","95.15126307463142","100.44421277591893","0:12:04","4.969379104153103","204.57665466990198","314.422","462.6080000000002","46.38",,"23.33333333333337","50"
"High Intensity Interval Training","2019-08-12 14:00","2019-08-12 14:31","0:31:11",,"125.22803128952678","131.66911333934206",,,,"362.31800000000015","433.8860000000002",,,"23.33333333333337","56"
"Outdoor Walking","2019-08-12 11:08","2019-08-12 11:57","0:49:19","4.391218190828571","82.2829768607711","86.49606299212599","0:11:14","5.340895519842538","212.5441677831799","319.26300000000003","454.97700000000015","48.07",,"20.5555555555556","70"
"Outdoor Walking","2019-08-09 20:28","2019-08-09 21:06","0:37:22","2.0261808097003957","77.52523617383095","81.52335498586804","0:18:26","3.2533105337623747","151.04109629828335","141.23399999999998","251.55200000000005","19.3",,"18.33333333333337","69"
"High Intensity Interval Training","2019-08-08 13:53","2019-08-08 14:25","0:31:31",,"126.50533148621734","135.11023539830686",,,,"385.4320000000001","482.11900000000014",,,"20.000000000000057","69"
"Outdoor Walking","2019-08-07 19:19","2019-08-07 20:17","0:58:04","4.384595513672335","88.88800252858356","94.78144654088054","0:13:14","4.5304864394223445","193.95836906106635","297.08","450.6310000000001","43.61",,"21.666666666666686","61"
"Stair Climbing","2019-08-07 13:16","2019-08-07 13:50","0:33:23",,"118.34419825181065","129.48864282303725",,,,"379.77500000000015","478.6740000000002",,,"21.666666666666686","63"
"Indoor Cycling","2019-08-07 12:54","2019-08-07 13:06","0:11:38",,"106.41000971528103","106.81118881118881",,,,"107.05200000000006","133.6440000000001",,,"21.111111111111143","66"
"High Intensity Interval Training","2019-08-06 12:01","2019-08-06 12:46","0:44:34",,"96.44648711358502","109.88651146867508",,,,"348.5530000000001","480.3850000000002",,,"21.666666666666686","63"
"High Intensity Interval Training","2019-08-05 14:04","2019-08-05 14:31","0:27:42",,"117.42379718583862","120.17147922379513",,,,"296.87200000000007","381.89500000000015",,,"26.111111111111143","44"
"Outdoor Walking","2019-08-04 19:36","2019-08-04 20:31","0:54:09","4.465760544436225","82.38025512161198","84.83616692426588","0:12:07","4.947082760686831","206.48577253769017","325.933","480.67500000000007","47.03",,"25.5555555555556","46"
"Stair Climbing","2019-08-04 14:24","2019-08-04 14:58","0:34:08",,"114.02505565146829","122.25406965272293",,,,"335.06700000000006","440.2530000000001",,,"26.111111111111143","50"
"Indoor Cycling","2019-08-03 14:32","2019-08-03 14:43","0:10:46",,"114.60165004168225","114.60165004168225",,,,"106.90500000000013","157.67700000000016",,,"23.33333333333337","59"
"Other","2019-08-03 13:51","2019-08-03 14:22","0:30:54",,"103.11600367481333","109.21019811946087",,,,"206.42200000000003","275.7930000000001",,,"23.33333333333337","57"
"Stair Climbing","2019-08-02 15:07","2019-08-02 15:40","0:33:12",,"105.10888489749905","113.7215211428502",,,,"293.64600000000013","394.7810000000002",,,"23.888888888888914","51"
"Indoor Cycling","2019-08-02 14:34","2019-08-02 14:48","0:14:10",,"104.3787035215006","105.44310344827585",,,,"111.413","173.81800000000004",,,"23.888888888888914","52"
"Outdoor Walking","2019-08-01 21:01","2019-08-01 21:29","0:28:10","1.7562618901520035","84.31442119843881","91.42578879686005","0:16:02","3.739067702236315","162.1022164660589","119.58699999999996","203.43200000000002","6.87",,"22.77777777777783","57"
"High Intensity Interval Training","2019-08-01 14:04","2019-08-01 14:32","0:28:37",,"108.83678796679601","113.30335679143052",,,,"274.17999999999995","367.957",,,"24.444444444444457","50"
"Stair Climbing","2019-07-31 14:46","2019-07-31 15:18","0:32:00",,"109.52911066496353","120.4342028450985",,,,"302.66600000000005","401.3630000000001",,,"23.888888888888914","53"
"Indoor Cycling","2019-07-31 14:22","2019-07-31 14:36","0:14:17",,"99.06063981959394","99.21854926376126",,,,"107.68699999999998","140.326",,,"23.888888888888914","53"
"High Intensity Interval Training","2019-07-30 12:10","2019-07-30 12:46","0:35:20",,"107.5893898288188","115.11346870332217",,,,"315.69199999999995","425.866",,,"19.444444444444457","61"
"Indoor Cycling","2019-07-29 14:46","2019-07-29 14:59","0:13:12",,"105.9078764055946","110.01967520680287",,,,"122.918","181.79200000000003",,,"24.444444444444457","51"
"High Intensity Interval Training","2019-07-29 14:00","2019-07-29 14:30","0:30:01",,"117.16185533998133","125.349217740778",,,,"308.526","407.3180000000001",,,"24.444444444444457","51"
"Stair Climbing","2019-07-28 16:22","2019-07-28 16:53","0:31:15",,"114.34485198912425","125.892125786478",,,,"318.64599999999996","418.334",,,"24.444444444444457","50"
"Indoor Cycling","2019-07-28 15:21","2019-07-28 15:41","0:20:39",,"90.48031089355983","92.37691035785987",,,,"133.17899999999992","209.09199999999996",,,"23.888888888888914","51"
"Stair Climbing","2019-07-26 14:38","2019-07-26 14:59","0:21:05",,"102.59101153928508","105.03143871400519",,,,"176.01499999999987","252.73599999999993",,,"27.77777777777783","42"
"Indoor Cycling","2019-07-26 14:11","2019-07-26 14:23","0:12:14",,"97.85729690532318","98.9284492323331",,,,"103.23899999999995","131.17499999999995",,,"27.222222222222285","43"
"Outdoor Walking","2019-07-25 19:48","2019-07-25 20:53","1:02:43","4.484992836770834","83.93010241119359","93.59629423638123","0:13:59","4.2896819355625775","178.79264481027863","341.1689999999999","506.66200000000003","47.65",,"23.888888888888914","44"
"High Intensity Interval Training","2019-07-25 13:58","2019-07-25 14:28","0:29:14",,"115.12237548343803","121.03272538219426",,,,"296.16099999999983","394.8319999999999",,,"25.000000000000057","41"
"Outdoor Walking","2019-07-24 19:12","2019-07-24 20:15","0:55:02","4.364202337678522","81.27761051647042","86.80410742496045","0:12:36","4.757952869082782","200.7731036950912","324.726","496.0610000000008","48.57",,"22.222222222222285","44"
"Stair Climbing","2019-07-24 13:47","2019-07-24 14:11","0:24:02",,"100.82462505680273","112.20367234371975",,,,"197.44499999999994","281.527",,,"20.5555555555556","53"
"Indoor Cycling","2019-07-24 13:00","2019-07-24 13:15","0:15:30",,"92.9269249067905","93.44838171437326",,,,"105.01899999999998","171.85000000000002",,,"20.000000000000057","56"
"Outdoor Walking","2019-07-23 20:29","2019-07-23 21:28","0:59:09","4.37055683579389","85.23137551310082","88.73437182117547","0:13:32","4.43284207928575","191.62950523840988","346.1070000000001","504.8760000000002","47.81",,"18.33333333333337","62"
"High Intensity Interval Training","2019-07-23 12:02","2019-07-23 12:52","0:49:50",,"120.34370725838262","134.5920402827539",,,,"545.302","685.7630000000001",,,"21.666666666666686","61"
"Outdoor Running","2019-07-21 20:21","2019-07-21 20:57","0:36:34","4.908968761126985","118.00553046813954","120.18791408809612","0:07:27","8.053558755690611","138.8091412170861","478.2729999999999","590.805","58.02",,"23.888888888888914","46"
"Outdoor Walking","2019-07-21 20:15","2019-07-21 20:21","0:05:04","0.4299573040690739","75.85861315453248","75.85861315453248","0:11:48","5.0845471030666","68.94100405466412","30.442000000000007","42.250000000000014",,,"25.000000000000057","44"
"Stair Climbing","2019-07-21 12:41","2019-07-21 13:13","0:32:19",,"96.31519160868284","104.78063930079544",,,,"238.0470000000001","334.69300000000015",,,"26.666666666666686","44"
"Indoor Cycling","2019-07-21 12:18","2019-07-21 12:34","0:16:42",,"87.8228987479978","89.90392061806955",,,,"104.87999999999988","142.9909999999999",,,"25.000000000000057","46"
"Outdoor Walking","2019-07-20 16:22","2019-07-20 17:16","0:53:55","4.543142620890401","79.21978848082061","84.79247980291336","0:11:52","5.054276984065324","206.6553733740534","295.73","446.30700000000013","48.660000000000004",,"23.888888888888914","47"
"Stair Climbing","2019-07-19 14:53","2019-07-19 15:01","0:08:00",,"112.70534361502452","112.70534361502452",,,,"78.35399999999996","128.92499999999998",,,"20.5555555555556","47"
"Indoor Cycling","2019-07-19 14:28","2019-07-19 14:40","0:12:08",,"110.21320582938739","110.43243575516033",,,,"104.21199999999997","131.85999999999999",,,"20.000000000000057","50"
"Outdoor Walking","2019-07-18 20:39","2019-07-18 21:27","0:48:09","4.2072494892724785","92.58483042025324","98.97712933753947","0:11:26","5.2424125854098245","112.78763328217428","310.219","449.4570000000001","39.95",,"17.222222222222285","65"
"High Intensity Interval Training","2019-07-18 13:59","2019-07-18 14:36","0:36:36",,"118.8297098405264","128.68176984929823",,,,"384.04099999999977","496.9369999999999",,,"20.000000000000057","52"
"Outdoor Walking","2019-07-17 19:29","2019-07-17 20:29","0:58:35","4.262285210356582","84.57390049678699","94.08814299852749","0:13:44","4.3645928140308285","185.5702019805116","284.85100000000006","442.14700000000016",,,,
"Stair Climbing","2019-07-17 12:41","2019-07-17 12:56","0:15:00",,"119.0940447716293","119.88081395348833",,,,"158.08999999999997","223.599",,,"17.77777777777783","78"
"Indoor Cycling","2019-07-17 12:11","2019-07-17 12:25","0:13:22",,"101.65964242184418","103.0204081632653",,,,"103.47899999999996","165.07799999999997",,,"17.77777777777783","77"
"Outdoor Walking","2019-07-16 19:57","2019-07-16 20:55","0:56:39","4.369927015991881","87.13906296019621","93.77766847052453","0:12:57","4.628166451007391","191.55762767104252","310.4790000000001","464.2580000000002","45.39",,"21.111111111111143","57"
"High Intensity Interval Training","2019-07-16 12:13","2019-07-16 12:51","0:37:12",,"114.15482434392959","122.34520798002048",,,,"367.60600000000017","479.53800000000024",,,"21.666666666666686","61"
"Outdoor Walking","2019-07-15 20:07","2019-07-15 21:02","0:54:29","4.315327483495698","85.5176896073667","90.7566794049234","0:12:37","4.7516205919513474","202.2063164332139","304.75100000000003","450.98100000000017","47.5",,"20.5555555555556","62"
"Other","2019-07-15 13:56","2019-07-15 14:41","0:45:12",,"114.86388876499515","131.61108990247433",,,,"381.13100000000003","508.7350000000001",,,"21.666666666666686","60"
"Stair Climbing","2019-07-14 13:35","2019-07-14 13:48","0:12:55",,"120.47911079473069","125.55376717080617",,,,"135.66899999999998","195.733",,,"22.222222222222285","55"
"Indoor Cycling","2019-07-14 13:03","2019-07-14 13:19","0:16:12",,"100.05753287930895","100.22938463827042",,,,"111.13899999999998","179.61400000000003",,,"22.222222222222285","57"
"Stair Climbing","2019-07-13 13:17","2019-07-13 13:40","0:22:59",,"101.83550437005302","114.67574426706601",,,,"191.44600000000008","271.5790000000001",,,"22.77777777777783","60"
"Indoor Cycling","2019-07-13 12:47","2019-07-13 13:02","0:15:14",,"94.28125234433831","94.63764664373292",,,,"108.62300000000002","144.52400000000003",,,"21.666666666666686","63"
"Outdoor Walking","2019-07-12 20:05","2019-07-12 21:00","0:54:50","4.40221961754607","79.34738795755895","85.17243337279827","0:12:27","4.816426906320773","211.75404729801284","298.78000000000003","443.62100000000015","47.11",,"21.666666666666686","58"
"Other","2019-07-11 13:38","2019-07-11 14:22","0:44:31",,"113.83401276922343","124.61314852247568",,,,"365.5199999999998","493.9929999999999",,,"20.000000000000057","73"
"Outdoor Walking","2019-07-09 19:35","2019-07-09 20:32","0:57:09","4.370565735801589","85.58961209971038","90.71724799527719","0:13:04","4.587424422936972","191.66569846683848","303.807","452.50600000000014","47.81",,"22.222222222222285","62"
"Stair Climbing","2019-07-09 13:02","2019-07-09 13:18","0:15:42",,"128.75610923417264","131.25624950083855",,,,"185.80499999999998","245.557",,,"23.33333333333337","56"
"Other","2019-07-09 12:06","2019-07-09 12:50","0:44:24",,"109.9463369947204","128.14232147122053",,,,"344.45200000000006","444.48200000000014",,,"22.222222222222285","57"
"Indoor Cycling","2019-07-08 14:47","2019-07-08 15:00","0:13:26",,"119.3490703577798","119.85624348235802",,,,"145.70699999999985","208.3229999999999",,,"22.222222222222285","52"
"Other","2019-07-08 13:58","2019-07-08 14:32","0:34:17",,"126.3048108269452","131.89095908541177",,,,"377.7160000000001","455.4190000000002",,,"21.666666666666686","55"
"Stair Climbing","2019-07-07 17:32","2019-07-07 17:46","0:14:09",,"129.4075820051389","133.73936170212764",,,,"169.89499999999992","228.95899999999995",,,"18.33333333333337","69"
