Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Outdoor Walking","2020-12-07 15:27","2020-12-07 15:42","0:15:13","1.2473742264946923","102.75739644970415","120","0:12:12","4.917567353428015","105.11345434151289","86.477","141.91100000000017","12.950000000000001",,"9.999999735090512","75"
"High Intensity Interval Training","2020-12-07 15:10","2020-12-07 15:26","0:15:20",,"126.81914893617021","158",,,,"200.83299999999994","235.39600000000013",,,"9.999999735090512","77"
"Outdoor Walking","2020-12-07 10:44","2020-12-07 11:48","0:51:09","4.355151242405176","82.30626780626781","99","0:11:44","5.107340000235243","214.3971675910798","293.8170000000002","459.65499999999776","49.95",,"9.999999735090512","79"
"Outdoor Walking","2020-12-06 16:42","2020-12-06 17:04","0:22:28","1.9736675627399236","95.05185185185185","105","0:11:23","5.26985874410671","114.44628557105668","130.64699999999982","201.15500000000046","24.25",,"9.999999735090512","80"
"High Intensity Interval Training","2020-12-06 16:23","2020-12-06 16:41","0:18:32",,"121.97584541062803","141",,,,"200.598","241.51900000000032",,,"10.999999708599546","79"
"Outdoor Walking","2020-12-05 13:57","2020-12-05 14:10","0:13:37","1.048348701463081","100.1042944785276","114","0:12:59","4.615540375118987","106.3246416994288","73.97600000000004","128.96500000000003","11.59",,"10.999999708599546","54"
"Other","2020-12-05 13:26","2020-12-05 13:56","0:29:54",,"110.01466275659824","127",,,,"200.67699999999846","266.3479999999997",,,"10.999999708599546","54"
"Outdoor Running","2020-12-04 12:43","2020-12-04 13:30","0:47:27","6.351206087552942","113.76300578034682","170","0:07:28","8.03011349343832","290.73923122489816","576.7830000000012","709.6979999999996","76.56",,"8.999999761581478","69"
"Outdoor Walking","2020-12-04 09:48","2020-12-04 10:31","0:43:20","3.313822360051796","74.08853118712274","102","0:13:04","4.58689234166863","206.13627107698844","217.23200000000048","337.07700000000284","32.28",,"2.9999999205271592","86"
"Outdoor Running","2020-12-03 12:57","2020-12-03 13:46","0:48:42","6.356089656950934","158.92370572207085","175","0:07:39","7.8289451849748835","287.38243133145994","620.0670000000001","752.8189999999979","77.67",,"7.999999788072387","75"
"Outdoor Walking","2020-12-03 10:19","2020-12-03 10:55","0:34:50","2.437873432948254","78.35269709543569","115","0:14:17","4.197443033134423","202.18617719234902","166.67099999999994","269.3079999999995","19.990000000000002",,"3.9999998940362502","85"
"Outdoor Walking","2020-12-02 16:20","2020-12-02 16:53","0:29:13","2.2942613860149565","106.39449541284404","140","0:12:44","4.7112814125480496","99.05631450101265","160.6859999999997","254.62399999999968","16.86",,,
"Outdoor Running","2020-12-02 15:55","2020-12-02 16:20","0:25:00","3.474485544227995","140.29223744292239","161","0:07:11","8.334060068115242","143.6239183432146","319.34200000000004","374.9910000000005","33.19",,,
"Outdoor Walking","2020-12-01 16:50","2020-12-01 18:04","1:05:24","4.429093600691296","80.22413793103448","156","0:14:46","4.063147397428819","174.97402265409332","334.83300000000145","520.3079999999973","27.6",,"5.9999998410543185","77"
"Outdoor Walking","2020-12-01 11:55","2020-12-01 12:42","0:46:36","4.292991246324964","86.80364372469636","148","0:10:51","5.526605099218077","222.5376004145482","303.80400000000094","432.773999999999","52.18",,"5.9999998410543185","79"
"Outdoor Running","2020-11-28 15:30","2020-11-28 15:52","0:21:51","3.3276777434951774","132.42666666666668","171","0:06:34","9.133473482251278","297.00098070105616","300.6440000000001","375.5790000000007","33.51",,"6.999999814563353","81"
"Outdoor Walking","2020-11-28 12:17","2020-11-28 13:04","0:47:03","4.26879567119386","79.02393617021276","116","0:11:01","5.442077506592198","230.3551009662975","286.24100000000016","411.63900000000285","47.47",,"8.999999761581478","77"
"Outdoor Walking","2020-11-27 15:23","2020-11-27 16:11","0:47:53","4.2160602922849355","83.79159369527146","100","0:11:21","5.2827330928181935","219.6826142191291","295.31600000000174","425.47100000000074","50.46",,"10.999999708599546","65"
"Outdoor Walking","2020-11-26 17:27","2020-11-26 18:10","0:43:52","3.228763925996609","90.71548117154812","112","0:13:35","4.414825603090219","198.8513986505649","260.0380000000007","383.7760000000031","21.95",,"6.999999814563353","90"
"Outdoor Walking","2020-11-26 11:51","2020-11-26 12:42","0:50:49","4.29440333330445","76.65897858319605","95","0:11:50","5.069280064338852","212.67817906549809","275.61800000000096","415.3460000000039","49.92",,"7.999999788072387","85"
"Outdoor Walking","2020-11-25 18:45","2020-11-25 19:27","0:41:46","3.2271086165690797","90.30607966457023","134","0:12:56","4.635716784756595","202.71183665852203","247.9679999999993","360.9210000000015","12.780000000000001",,"5.9999998410543185","90"
"Outdoor Walking","2020-11-25 15:18","2020-11-25 16:15","0:57:15","4.327997684854083","80.96254071661238","108","0:13:13","4.534673657036695","192.9223354864522","286.85599999999937","439.0200000000028","44.69",,"6.999999814563353","88"
"Outdoor Walking","2020-11-23 16:18","2020-11-23 16:45","0:27:04","1.9290461478335783","75.0228013029316","89","0:14:02","4.2744983410136435","186.67698951284342","118.26699999999992","204.10300000000092","15.59",,"6.999999814563353","92"
"Outdoor Walking","2020-11-23 10:41","2020-11-23 11:15","0:33:46","2.6485438299197703","77.9090909090909","86","0:12:45","4.705240534512579","197.6181211826142","165.5089999999992","261.21900000000073","16.21",,"5.9999998410543185","86"
"Outdoor Walking","2020-11-22 15:16","2020-11-22 16:19","1:02:13","5.030305515782301","81.51009421265141","103","0:12:22","4.850501785618658","203.36230736609355","365.10999999999933","527.7830000000017","61.92",,"5.9999998410543185","83"
"Outdoor Walking","2020-11-21 13:30","2020-11-21 14:29","0:55:50","4.292276380525902","77.19460227272727","94","0:13:00","4.612589733268211","193.90617377226278","294.82999999999976","450.16100000000307","53.02",,"8.999999761581478","76"
"Outdoor Walking","2020-11-21 10:44","2020-11-21 11:30","0:46:16","3.602848538218066","86.27189781021897","106","0:12:50","4.671587939119386","198.69464095345813","263.5680000000001","395.79200000000264","35.54",,"6.999999814563353","93"
"Outdoor Walking","2020-11-20 15:23","2020-11-20 16:13","0:49:28","4.258913744397462","79.81090289608177","99","0:11:36","5.165247174985798","216.94253055533636","300.1470000000008","429.95100000000366","52.36",,"8.999999761581478","75"
"Outdoor Walking","2020-11-19 14:42","2020-11-19 15:37","0:54:42","4.341817831520922","84.05319148936171","130","0:12:36","4.76124741202826","203.31755619746914","290.8310000000012","438.88699999999994","46.72",,"7.999999788072387","79"
"Outdoor Running","2020-11-18 15:34","2020-11-18 16:23","0:48:20","6.460532935190946","123.18793103448276","141","0:07:28","8.019021029405533","286.5260451301223","601.8689999999993","738.2440000000013","75.9",,"7.999999788072387","89"
"Outdoor Running","2020-11-16 12:39","2020-11-16 13:27","0:48:30","6.410805365521461","123.76543209876543","153","0:07:34","7.92817785390427","282.25925294130985","605.5650000000003","713.4509999999982","81.82000000000001",,"6.999999814563353","93"
"Outdoor Walking","2020-11-15 17:16","2020-11-15 17:37","0:21:27","1.4949650924745947","95.61881188118812","114","0:14:21","4.180140169477137","96.37100127724813","115.90200000000024","184.46000000000078","11.5",,"6.999999814563353","90"
"Outdoor Running","2020-11-15 17:00","2020-11-15 17:15","0:14:26","1.614027810910904","125.78571428571429","176","0:08:56","6.7045623832833625","129.6936564319883","159.97700000000034","192.11000000000038","20.53",,"6.999999814563353","91"
"Outdoor Running","2020-11-15 16:54","2020-11-15 16:59","0:05:24","0.6994518034773007","139.25","185","0:07:43","7.770747402628675","132.98404792747164","84.99600000000005","97.66800000000003","5.5200000000000005",,"6.999999814563353","90"
"Outdoor Walking","2020-11-13 13:41","2020-11-13 14:40","0:55:58","4.394241730776615","91.95748613678373","120","0:12:44","4.710814202832043","193.28070357824805","303.63600000000014","456.0430000000001","41.36",,"7.999999788072387","78"
"Outdoor Walking","2020-11-12 12:27","2020-11-12 14:12","1:44:51","8.984394809294493","105.18195956454122","118","0:11:40","5.140828187109922","220.45701854595882","645.7550000000017","901.0479999999909","134.06",,"7.999999788072387","63"
"Outdoor Running","2020-11-11 11:29","2020-11-11 12:19","0:49:04","6.508978248799967","112.93272171253822","126","0:07:32","7.95706283558173","143.8255111448351","595.4279999999999","734.0669999999977","76.13",,,
"Outdoor Walking","2020-11-10 14:28","2020-11-10 15:19","0:50:35","4.148467818279751","84.78550724637681","96","0:12:11","4.92035443233585","203.574474848961","294.5320000000001","428.2929999999988","36.72",,"5.9999998410543185","82"
"Outdoor Walking","2020-11-09 10:52","2020-11-09 12:45","0:46:50","3.9849908505175264","63.074939564867044","96","0:11:45","5.103716947584881","214.87028555514843","270.74000000000063","503.5719999999993","39.230000000000004",,"5.9999998410543185","55"
"Outdoor Walking","2020-11-06 13:03","2020-11-06 14:02","0:56:57","4.388473392353393","79.4065934065934","93","0:12:58","4.622609753856392","194.94591271298992","293.4850000000001","448.21200000000357","47.27",,"10.5555555555556","55"
"Outdoor Walking","2020-11-04 11:00","2020-11-04 13:11","2:01:16","9.002137980995968","84.85346676197284","108","0:13:28","4.45379836274734","193.58543659217088","622.2900000000026","926.2279999999973","106.3",,"16.666666666666686","81"
"Other","2020-11-02 12:29","2020-11-02 13:08","0:39:34",,"105.29954954954955","148",,,,"293.5429999999993","407.76100000000076",,,"13.333333333333371","68"
"Outdoor Walking","2020-10-31 12:37","2020-10-31 13:37","0:56:42","4.2340032374607395","73.17488789237669","109","0:13:23","4.479775149158112","188.46640585151795","310.5340000000006","465.23600000000414","51.38",,"9.444444444444457","75"
"Outdoor Walking","2020-10-30 11:35","2020-10-30 12:34","0:56:56","4.3807845815742","77.38079470198676","96","0:12:59","4.615837927195465","194.51007554838054","301.945000000002","457.55700000000536","42.65",,"11.111111111111143","72"
"Other","2020-10-29 16:06","2020-10-29 16:22","0:16:28",,"109.79234972677595","135",,,,"119.42599999999992","186.38100000000003",,,"14.444444444444457","74"
"Other","2020-10-28 17:19","2020-10-28 17:35","0:15:05",,"113.35460992907801","128",,,,"115.35499999999995","179.231",,,"13.888888888888914","74"
"Outdoor Walking","2020-10-28 10:39","2020-10-28 12:31","1:41:47","8.756555989796295","81.81843191196698","107","0:11:37","5.161563142496314","216.05838554246426","621.3450000000033","885.1909999999943","111.55",,"12.222222222222285","77"
"Outdoor Walking","2020-10-27 10:30","2020-10-27 11:31","0:46:59","4.1764442119216545","77.42356241234222","99","0:11:15","5.332629248780379","223.08649609389644","287.18800000000084","443.0559999999993","46.85",,"8.333333333333371","78"
"Outdoor Walking","2020-10-25 15:00","2020-10-25 16:40","1:39:19","8.816762145867571","90.68335419274092","107","0:11:15","5.326201954818033","227.0074407433192","635.916999999999","882.4069999999891","118.71000000000001",,"6.666666666666686","37"
"Outdoor Walking","2020-10-24 14:26","2020-10-24 15:14","0:48:38","4.375238366812468","83.7871198568873","104","0:11:07","5.396073709669706","224.52697305286787","317.45899999999995","453.1679999999978","52.34",,"6.666666666666686","41"
"Outdoor Walking","2020-10-22 17:48","2020-10-22 18:39","0:50:59","4.284061656806618","83.63321167883211","94","0:11:54","5.041053831140983","212.67190239424323","292.3480000000021","432.2990000000051","50.35",,"8.333333333333371","73"
"Other","2020-10-21 16:31","2020-10-21 16:51","0:20:04",,"104.48502994011976","122",,,,"129.52799999999917","201.01599999999883",,,"11.111111111111143","65"
"Outdoor Walking","2020-10-21 11:22","2020-10-21 12:17","0:54:19","4.493573925526813","82.08814589665654","108","0:12:05","4.962775541443712","207.18905959832492","299.96300000000195","446.78500000000065","46.56",,"9.444444444444457","76"
"Outdoor Walking","2020-10-20 11:56","2020-10-20 13:34","1:37:38","8.060089254189622","82.96939693969397","105","0:12:06","4.953000177056158","219.18707966464117","644.6970000000024","883.1760000000128","182",,"11.666666666666686","81"
"Outdoor Walking","2020-10-19 10:18","2020-10-19 12:01","1:41:47","8.81006515092589","85.9496336996337","101","0:11:33","5.192655116597308","224.0452224151066","629.8280000000004","881.8479999999927","107.15",,"12.222222222222285","88"
"Outdoor Walking","2020-10-17 13:21","2020-10-17 15:06","1:44:44","8.901907373471186","80.86442141623489","109","0:11:46","5.09898897200409","220.33170431082394","652.9470000000008","911.1819999999925","113.53",,"13.333333333333371","77"
"Outdoor Walking","2020-10-16 15:44","2020-10-16 16:37","0:52:45","4.327722109593451","84.64617940199335","101","0:12:11","4.921899317360423","208.65417796596807","337.9749999999983","474.82900000000143","49.93",,"14.444444444444457","90"
"Other","2020-10-15 11:50","2020-10-15 12:23","0:33:24",,"115.33007566671704","117.86234817813764",,,,"269.3319999999999","370.50799999999987",,,"12.222222222222285","77"
"Other","2020-10-14 12:42","2020-10-14 13:29","0:47:02",,"111.7837967085679","114.90425531914894",,,,"344.7500000000006","475.0220000000006",,,"12.777777777777828","76"
"Other","2020-10-13 18:30","2020-10-13 18:45","0:14:14",,"117.24140982210385","117.24140982210385",,,,"173.6670000000001","231.34600000000006",,,"12.222222222222285","74"
"Outdoor Walking","2020-10-12 13:09","2020-10-12 15:03","1:46:52","8.936962192234517","80.08899792864855","89.13619712087183","0:11:57","5.017453304750121","212.31306300840518","650.752","927.77","114.59",,"12.222222222222285","74"
"Outdoor Walking","2020-10-10 13:53","2020-10-10 15:37","1:42:09","8.892047775544997","88.42576912297184","99.03357428360323","0:11:29","5.222648770620897","225.17800210952353","639.088","887.6469999999999","106.89",,"13.333333333333371","73"
"Outdoor Walking","2020-10-09 11:26","2020-10-09 12:29","1:00:03","4.3148129039527845","74.62660594103829","78.41045021262363","0:13:55","4.310025544194164","185.31175483620092","288.5760000000001","453.18600000000004","48.800000000000004",,"16.666666666666686","76"
"Other","2020-10-08 11:12","2020-10-08 11:56","0:44:30",,"109.30234027607625","114.34922394678492",,,,"330.79599999999976","461.2589999999997",,,"16.111111111111143","82"
"Other","2020-10-07 16:26","2020-10-07 16:41","0:15:06",,"96.66569936157862","96.66569936157862",,,,"100.00000000000017","162.93900000000014",,,"15.000000000000057","95"
"Other","2020-10-06 17:52","2020-10-06 18:06","0:14:14",,"100.36729936567197","100.36729936567197",,,,"96.92400000000005","157.74900000000002",,,"16.111111111111143","83"
"Outdoor Walking","2020-10-06 11:14","2020-10-06 13:00","1:44:41","8.078928175591864","82.35490259035373","90.62164296998421","0:12:57","4.630033088279399","210.97664557982992","631.507","887","174.41",,"16.111111111111143","83"
"Other","2020-10-05 18:04","2020-10-05 18:31","0:27:15",,"124.39694543472966","126.54464285714285",,,,"272.15299999999985","357.01999999999987",,,"16.111111111111143","77"
"Outdoor Walking","2020-10-05 12:11","2020-10-05 13:35","1:19:20","6.459362866951152","78.59440840498227","87.31872538111598","0:12:17","4.884290241825532","207.94079066243987","401.511","607.4320000000001","28.75",,"15.000000000000057","84"
"Outdoor Running","2020-10-04 13:44","2020-10-04 14:32","0:48:03","6.453179228814296","118.11946348207644","124.74607514943818","0:07:26","8.056973935043116","140.87740022588176","580.9750000000003","687.3710000000002","69.56",,,
"Outdoor Walking","2020-10-03 12:39","2020-10-03 14:45","1:52:34","8.794010277393436","73.57532149477106","78.32557355710003","0:12:48","4.68687216465864","203.65259005029458","625.9049999999999","926.8829999999998","107.46000000000001",,"15.000000000000057","90"
"Other","2020-10-02 12:25","2020-10-02 13:12","0:46:24",,"99.6032676533399","107.7460567823344",,,,"302.7140000000003","434.1360000000002",,,"18.888888888888914","77"
"Outdoor Walking","2020-10-01 11:47","2020-10-01 13:32","1:41:18","7.605835324267857","78.57842398970853","84.74979051099781","0:13:19","4.504659458784408","209.7833416777745","617.483","870.5979999999997","170.51",,"15.000000000000057","98"
"Other","2020-09-30 17:42","2020-09-30 18:16","0:33:22",,"117.66164125793371","127.03397293648122",,,,"283.7629999999999","384.6969999999999",,,"20.5555555555556","70"
"Outdoor Walking","2020-09-30 09:57","2020-09-30 11:15","1:17:42","6.495959161415696","75.44716669509633","80.29817158931081","0:11:57","5.016117135284522","217.91249861727613","397.45500000000004","600.762","24.61",,"13.333333333333371","100"
"Outdoor Walking","2020-09-29 14:24","2020-09-29 16:28","1:52:03","9.07335060010478","81.29159754722578","85.85021116846549","0:12:21","4.857993580499158","209.5162227854504","622.572","911.8360000000005","109.78",,"22.222222222222285","63"
"Outdoor Walking","2020-09-28 16:50","2020-09-28 17:52","1:00:50","4.469389197763055","98.44119597888745","104.1623395609797","0:13:36","4.407354900153363","179.83136570534688","313.33200000000005","471.187","48.95",,"20.000000000000057","66"
"Other","2020-09-28 14:24","2020-09-28 15:05","0:40:06",,"116.70480634609851","123.62087087087086",,,,"329.4020000000004","444.83800000000036",,,"21.111111111111143","58"
"Outdoor Walking","2020-09-27 17:51","2020-09-27 18:47","0:55:21","4.4211722069615496","84.79341659673564","88.1613167973737","0:12:31","4.791821724441998","208.92742299500097","325.82499999999993","472.8989999999999","47.46",,"16.666666666666686","66"
"Outdoor Walking","2020-09-26 16:56","2020-09-26 17:45","0:48:13","4.202466741342097","85.11808817977519","89.12208751657508","0:11:28","5.229344804837635","218.06584832878357","280.224","418.4489999999999","43.89",,"13.333333333333371","88"
"Outdoor Walking","2020-09-25 16:32","2020-09-25 18:15","1:42:28","8.062760893593543","81.49207760095416","95.63652482269502","0:12:42","4.7209380405383135","213.41486525105557","639.7669999999999","889.8989999999999","162.13",,"16.666666666666686","64"
"Outdoor Walking","2020-09-24 13:21","2020-09-24 15:04","1:42:11","8.924145179742947","89.26711023193091","97.67220913691382","0:11:27","5.239703193482142","222.3005041389067","628.6890000000001","876.8340000000001","108.9",,"17.222222222222285","83"
"Outdoor Walking","2020-09-23 09:58","2020-09-23 10:59","1:00:58","5.050345482221805","73.99883480499945","78.74556125017159","0:12:04","4.969814353628344","210.4359558116295","350.3090000000001","499.01099999999997","62.96",,"17.77777777777783","76"
"Outdoor Walking","2020-09-22 19:36","2020-09-22 20:02","0:25:33","1.6025796143254265","76.80272340232928","77.68069640125213","0:15:57","3.761135867869646","160.4531097187718","113.839","194.28599999999997","17.03",,"16.111111111111143","78"
"Other","2020-09-22 16:17","2020-09-22 16:32","0:14:23",,"86.27492042134463","86.9056603773585",,,,"81.73500000000007","143.5720000000001",,,"20.000000000000057","61"
"Outdoor Walking","2020-09-21 14:49","2020-09-21 16:42","1:52:42","9.171911879240536","83.96210103007648","89.40700535368495","0:12:17","4.882451790695741","210.32078123416036","675.3940000000007","950.2970000000005","113.69",,"20.000000000000057","59"
"Other","2020-09-20 15:40","2020-09-20 16:22","0:37:45",,"110.93675897218642","114.40229885057474",,,,"279.57399999999984","399.6389999999998",,,"21.111111111111143","59"
"Outdoor Walking","2020-09-20 10:40","2020-09-20 11:32","0:51:39","4.2347646490838375","78.32780841436727","84.171974522293","0:12:11","4.9180957957070595","206.80241914704337","291.339","436.48199999999997","48.45",,"17.77777777777783","79"
"Outdoor Walking","2020-09-19 13:36","2020-09-19 15:27","1:46:21","8.99262927122469","85.08418058195942","91.20559213818227","0:11:49","5.073235412783557","214.549005795279","631.347","901.0700000000003","109.27",,"17.77777777777783","77"
"Outdoor Running","2020-09-18 13:19","2020-09-18 14:06","0:46:26","6.449382315942194","120.58611980495827","126.8941860465116","0:07:12","8.332897161698646","140.8024581839008","602.655","732.2579999999998","69.8",,,
"Outdoor Walking","2020-09-17 18:05","2020-09-17 19:07","1:01:06","4.231064700481482","84.33414346505042","88.95807337159974","0:14:26","4.154066408312808","174.67164612035785","306.99600000000015","472.17","47.63",,"20.000000000000057","79"
"Other","2020-09-17 11:09","2020-09-17 11:37","0:24:40",,"95.50482373253578","108.45701357466066",,,,"162.71399999999988","253.61399999999983",,,"19.444444444444457","83"
"Outdoor Walking","2020-09-16 13:07","2020-09-16 14:27","1:20:05","7.358437776168809","80.95825302197136","83.5888357864038","0:10:53","5.5123725193292","210.56996657129682","430.8919999999999","636.3639999999997","45.1",,"17.77777777777783","87"
"Outdoor Walking","2020-09-15 19:15","2020-09-15 19:54","0:39:11","2.3545705897854643","80.253470255587","81.97613546480162","0:16:38","3.6048894427905407","158.39968266973167","154.67899999999997","269.09799999999996","10.040000000000001",,"17.77777777777783","80"
"Other","2020-09-15 12:08","2020-09-15 12:45","0:36:57",,"111.53851358371674","117.34518518518516",,,,"275.56500000000005","385.773",,,"21.111111111111143","73"
"Outdoor Walking","2020-09-14 12:01","2020-09-14 13:56","1:55:31","9.321078745048494","83.29394777052684","94.07042253521125","0:12:23","4.840760361751765","213.06681155877826","676.6870000000002","957.2320000000005","187.35",,"18.33333333333337","75"
"Other","2020-09-13 17:07","2020-09-13 17:34","0:26:24",,"110.50473422107689","113.20977917981078",,,,"189.74000000000012","279.83200000000016",,,"16.666666666666686","76"
"Outdoor Walking","2020-09-12 12:53","2020-09-12 14:35","1:42:29","8.037178015985527","87.1172892565047","99.7016363217331","0:12:45","4.704968070753687","209.43998773506706","682.8289999999998","929.7449999999995","174.86",,"16.666666666666686","76"
"Outdoor Walking","2020-09-11 11:17","2020-09-11 12:08","0:50:37","4.302840016800911","88.15534095831444","92.40453834115804","0:11:45","5.099222320584027","203.03613245552015","338.0099999999999","475.5369999999998","46.63",,"20.5555555555556","60"
"Outdoor Running","2020-09-10 10:56","2020-09-10 11:45","0:49:25","6.458408897824586","116.39699817445708","120.08781912006378","0:07:39","7.841136301237298","142.5286128385225","598.53","735.6760000000002","71.84",,,
"Outdoor Walking","2020-09-09 17:27","2020-09-09 18:25","0:57:45","4.391206950064748","80.91152276369162","87.08080255140898","0:13:09","4.561967947812323","188.57543611556392","347.8379999999998","502.12199999999996","47.34",,"26.111111111111143","40"
"Outdoor Walking","2020-09-08 15:05","2020-09-08 16:00","0:55:27","4.265596227198839","84.91984336610112","89.13744427934621","0:13:00","4.614965470862729","195.16879224145018","287.509","441.25300000000016","48.94",,"25.5555555555556","25"
"High Intensity Interval Training","2020-09-08 11:19","2020-09-08 12:03","0:43:39",,"113.19650507828965","124.16414141414141",,,,"401.003","499.6820000000001",,,"21.111111111111143","32"
"Outdoor Walking","2020-09-07 20:07","2020-09-07 20:36","0:29:20","1.9887327202465386","75.80781774083255","77.18282548476454","0:14:44","4.067811047111875","184.52223764158362","125.22499999999997","204.327","15.11",,"23.888888888888914","24"
"Outdoor Walking","2020-09-07 15:03","2020-09-07 16:12","1:08:23","4.566435081501491","76.83479702828534","82.23552425665105","0:14:58","4.0062826575166275","178.09853090224206","327.969","510.1890000000002","56.1",,"28.33333333333337","21"
"High Intensity Interval Training","2020-09-06 17:33","2020-09-06 17:43","0:09:12",,"128.1191531782051","128.1191531782051",,,,"110.37600000000003","159.11000000000007",,,"22.222222222222285","58"
"Other","2020-09-06 17:10","2020-09-06 17:30","0:20:22",,"98.17959434168725","104.81478405315613",,,,"137.81900000000033","189.6320000000004",,,"23.33333333333337","55"
"Outdoor Walking","2020-09-06 14:20","2020-09-06 15:15","0:55:00","4.273900539821945","77.2043844370756","80.95087163232961","0:12:52","4.661250798310051","201.5480040850767","280.437","426.2390000000002","48.46",,"22.222222222222285","60"
"Outdoor Walking","2020-09-05 18:39","2020-09-05 20:30","1:31:37","7.185799892231822","80.77762857269077","89.35758998435053","0:12:45","4.705266998999117","203.5263535772744","510.51800000000014","769.1870000000004","75.53",,"19.444444444444457","69"
"Outdoor Walking","2020-09-04 09:46","2020-09-04 11:41","1:48:34","8.175324290497228","76.56404125339867","83.50392071968056","0:13:16","4.517927940785362","201.75548027029015","635.542","908.9020000000005","164.11",,"20.000000000000057","73"
"Outdoor Walking","2020-09-03 18:34","2020-09-03 19:26","0:52:05","4.27486742685549","83.14933415692302","87.47363405336722","0:12:11","4.923880451944073","210.49428918059198","305.0499999999999","445.50200000000007","48",,"22.222222222222285","62"
"High Intensity Interval Training","2020-09-03 10:47","2020-09-03 11:22","0:35:56",,"108.5599037244056","114.9377049180328",,,,"301.732","409.6940000000002",,,"20.5555555555556","66"
"Outdoor Running","2020-09-02 12:44","2020-09-02 13:34","0:50:19","6.471029503553486","115.02377221012216","119.40775077424802","0:07:46","7.714421888170012","137.12229724290037","593.9250000000001","738.4050000000002","66.47",,"20.000000000000057","73"
"Outdoor Walking","2020-09-01 11:38","2020-09-01 12:51","1:12:20","6.440646146869287","79.4184988193673","82.08389525020652","0:11:13","5.34170000231949","221.230287940834","419.1410000000001","614.1400000000003","24.69",,"17.77777777777783","73"
"Outdoor Running","2020-08-31 14:52","2020-08-31 15:41","0:49:17","6.164975911319795","111.88863927835158","113.7397795805908","0:07:59","7.504912976378502","137.1163279190886","581.1560000000001","719.6750000000002","58.730000000000004",,"18.888888888888914","64"
"Other","2020-08-30 16:43","2020-08-30 17:09","0:26:36",,"97.72548296276796","103.22499999999998",,,,"157.13900000000015","247.6520000000002",,,"18.888888888888914","56"
"Outdoor Walking","2020-08-30 10:47","2020-08-30 11:41","0:53:35","4.3905523129059","77.54992720505396","81.39099526066347","0:12:12","4.915200260285053","199.3143175195088","296.1260000000001","440.0150000000002","48.44",,"17.222222222222285","63"
"Outdoor Walking","2020-08-29 11:29","2020-08-29 12:31","0:55:25","4.465443091372028","70.36180102138606","77.43809886072734","0:12:24","4.834574496119078","205.24913587447668","289.936","448.95000000000016","48.75",,"18.33333333333337","53"
"Outdoor Walking","2020-08-28 10:22","2020-08-28 11:14","0:51:24","4.3275327273299915","75.31772769220892","81.10216508795672","0:11:52","5.051574849527386","208.85410432659444","299.543","440.5340000000001","48.230000000000004",,"17.222222222222285","77"
"Outdoor Walking","2020-08-25 20:15","2020-08-25 20:31","0:16:07","0.7923958400487899","72.50999135242299","75.82580460957152","0:20:20","2.949452969408924","148.15518833651225","63.360000000000035","126.02600000000004","5.1000000000000005",,"17.222222222222285","71"
"Outdoor Walking","2020-08-25 15:48","2020-08-25 16:34","0:46:19","4.05765224001836","82.74480044053641","87.27319199434031","0:11:25","5.254533294486352","220.20811102564554","278.231","402.6360000000001","48.58",,"21.666666666666686","58"
"Other","2020-08-24 17:28","2020-08-24 17:59","0:31:01",,"114.02491145497902","119.87457710524701",,,,"241.0519999999999","339.799",,,"21.666666666666686","53"
"Outdoor Walking","2020-08-23 19:13","2020-08-23 20:04","0:50:49","4.256395033499226","82.81183839766541","87.18288405406065","0:11:56","5.024700634447813","217.90214344364017","328.53199999999987","466.70500000000004","48.4",,"18.33333333333337","69"
"Other","2020-08-23 16:44","2020-08-23 17:01","0:17:03",,"77.72527241531662","81.04338394793929",,,,"97.85599999999988","167.1479999999999",,,"20.5555555555556","62"
"Outdoor Walking","2020-08-23 12:10","2020-08-23 13:03","0:53:35","4.32386148626823","79.88418078303059","97.37055095437404","0:12:23","4.840392897601887","200.2740377450303","285.627","433.6540000000001","48.13",,"20.000000000000057","63"
"Outdoor Walking","2020-08-22 19:03","2020-08-22 19:59","0:55:26","4.214817183536478","81.77711832232809","85.84598322589592","0:13:09","4.56075045804394","197.74783267764707","294.78500000000014","443.92200000000025","48.58",,"19.444444444444457","55"
"Outdoor Walking","2020-08-21 16:19","2020-08-21 17:12","0:53:21","4.424460637647659","80.81691118323329","85.24613033140861","0:12:03","4.9744925181583675","209.65866659257514","294.952","439.9770000000001","43.67",,"20.000000000000057","79"
"Outdoor Walking","2020-08-19 12:25","2020-08-19 13:53","1:28:28","6.630829817949794","75.59635000961596","77.76081730769229","0:13:20","4.497016784455528","194.99742102798808","426.805","658.5680000000002","29.38",,"21.111111111111143","67"
"Other","2020-08-18 12:05","2020-08-18 12:28","0:23:11",,"103.93586459860624","110.50632911392402",,,,"138.30400000000014","218.4870000000002",,,"22.222222222222285","64"
"Outdoor Walking","2020-08-18 07:56","2020-08-18 08:04","0:08:24","0.5603434360129759","98.74271489954408","98.74271489954408","0:15:00","3.9987204118210746","89.23686609553677","50.266000000000005","93.346","13",,"17.77777777777783","84"
"Outdoor Running","2020-08-18 07:33","2020-08-18 07:56","0:22:59","3.3323702649234677","127.4992192751783","129.52376578320875","0:06:54","8.694606450476593","146.8943437391626","306.91999999999985","358.5839999999999","30.84",,"17.222222222222285","85"
